 Day:+25, З 1м/с, 746,  Evening:+23, 744
 Day:+4, С 1м/с, 749,  Evening:+2, 751
 Day:+9, З 4м/с, 752,  Evening:+10, 754
 Day:+15, ЮЗ 3м/с, 753,  Evening:+10, 754
 Day:+13, СЗ 3м/с, 750,  Evening:+8, 749
 Day:+15, СЗ 3м/с, 748,  Evening:+10, 749
 Day:+11, З 2м/с, 756,  Evening:+8, 758
 Day:+15, ЮЗ 1м/с, 760,  Evening:+9, 758
 Day:+17, З 2м/с, 752,  Evening:+12, 751
 Day:+21, З 3м/с, 748,  Evening:+17, 749
 Day:-8, Ш, 747,  Evening:-16, 765
 Day:-10, З 1м/с, 761,  Evening:-13, 760
 Day:-10, ЮВ 2м/с, 758,  Evening:-15, 758
 Day:-12, Ю 2м/с, 749,  Evening:-15, 746
 Day:-7, ЮЗ 3м/с, 737,  Evening:-5, 731
 Day:0, З 7м/с, 732,  Evening:-4, 737
 Day:-1, Ю 1м/с, 749,  Evening:-4, 752
 Day:-2, С 2м/с, 756,  Evening:-5, 758
 Day:-3, З 2м/с, 761,  Evening:-7, 761
 Day:-1, СЗ 2м/с, 763,  Evening:-9, 762
 Day:-3, В 2м/с, 761,  Evening:-5, 758
 Day:-3, ЮВ 1м/с, 750,  Evening:-5, 750
 Day:-5, Ю 1м/с, 755,  Evening:-8, 755
 Day:0, С 1м/с, 759,  Evening:-5, 760
 Day:+1, ЮЗ 4м/с, 751,  Evening:+2, 749
 Day:+1, С 1м/с, 749,  Evening:-1, 749
 Day:+1, СЗ 1м/с, 753,  Evening:0, 755
 Day:-1, В 4м/с, 756,  Evening:-1, 755
 Day:-1, Ю 2м/с, 758,  Evening:-4, 758
 Day:-3, ЮВ 2м/с, 760,  Evening:-4, 760
 Day:-1, ЮВ 2м/с, 759,  Evening:-2, 758
 Day:-2, ЮВ 1м/с, 754,  Evening:-2, 752
 Day:+1, ЮЗ 3м/с, 743,  Evening:-1, 740
 Day:+1, ЮЗ 5м/с, 730,  Evening:-1, 728
 Day:-3, З 5м/с, 727,  Evening:-5, 731
 Day:-2, З 5м/с, 741,  Evening:-6, 741
 Day:-3, ЮЗ 5м/с, 748,  Evening:-7, 752
 Day:-2, З 2м/с, 758,  Evening:-7, 758
 Day:-3, Ю 3м/с, 755,  Evening:-5, 752
 Day:+2, ЮВ 1м/с, 750,  Evening:-1, 751
 Day:-10, З 1м/с, 749,  Evening:-12, 748
 Day:-11, СЗ 1м/с, 747,  Evening:-19, 749
 Day:-14, ЮЗ 2м/с, 750,  Evening:-14, 750
 Day:-7, З 2м/с, 748,  Evening:-6, 747
 Day:-5, Ю 3м/с, 740,  Evening:-5, 737
 Day:-5, СВ 2м/с, 728,  Evening:-6, 727
 Day:-5, С 4м/с, 733,  Evening:-8, 735
 Day:-7, С 3м/с, 741,  Evening:-11, 741
 Day:-7, В 3м/с, 730,  Evening:-5, 728
 Day:-7, С 1м/с, 731,  Evening:-12, 734
 Day:-15, СЗ 2м/с, 740,  Evening:-18, 743
 Day:-15, В 1м/с, 746,  Evening:-18, 746
 Day:-11, В 5м/с, 740,  Evening:-10, 740
 Day:-12, ЮВ 2м/с, 737,  Evening:-16, 738
 Day:-15, В 1м/с, 738,  Evening:-18, 740
 Day:-17, СЗ 1м/с, 744,  Evening:-21, 746
 Day:-19, ЮЗ 1м/с, 746,  Evening:-23, 747
 Day:-18, СВ 2м/с, 751,  Evening:-22, 752
 Day:-18, З 2м/с, 752,  Evening:-20, 752
 Day:-17, ЮВ 1м/с, 756,  Evening:-25, 751
 Day:-19, СЗ 1м/с, 764,  Evening:-23, 766
 Day:-16, СЗ 3м/с, 768,  Evening:-20, 770
 Day:-14, С 2м/с, 773,  Evening:-19, 773
 Day:-13, ЮВ 1м/с, 776,  Evening:-18, 776
 Day:-14, ЮВ 1м/с, 777,  Evening:-19, 776
 Day:-13, В 1м/с, 774,  Evening:-17, 773
 Day:-13, В 1м/с, 774,  Evening:-17, 773
 Day:-6, ЮВ 3м/с, 753,  Evening:-6, 753
 Day:-6, ЮВ 3м/с, 751,  Evening:-6, 752
 Day:-8, ЮВ 3м/с, 755,  Evening:-8, 758
 Day:-11, В 2м/с, 760,  Evening:-15, 760
 Day:-6, ЮВ 2м/с, 756,  Evening:-5, 756
 Day:-8, СВ 1м/с, 764,  Evening:-9, 767
 Day:-12, В 1м/с, 769,  Evening:-13, 769
 Day:-15, В 2м/с, 767,  Evening:-16, 766
 Day:-15, ЮВ 1м/с, 767,  Evening:-18, 766
 Day:-13, З 2м/с, 765,  Evening:-15, 765
 Day:-12, ЮЗ 2м/с, 761,  Evening:-14, 761
 Day:-8, З 1м/с, 761,  Evening:-7, 761
 Day:-11, ЮВ 1м/с, 759,  Evening:-11, 758
 Day:+10, В 3м/с, 756,  Evening:-10, 755
 Day:-5, В 3м/с, 755,  Evening:-7, 755
 Day:-9, В 4м/с, 754,  Evening:-9, 754
 Day:-9, В 5м/с, 754,  Evening:-11, 755
 Day:-14, СВ 3м/с, 756,  Evening:-14, 756
 Day:-13, В 2м/с, 756,  Evening:-14, 757
 Day:-14, З 1м/с, 758,  Evening:-15, 758
 Day:-17, С 1м/с, 759,  Evening:-21, 759
 Day:-16, В 2м/с, 761,  Evening:-18, 761
 Day:-14, ЮВ 3м/с, 759,  Evening:-14, 758
 Day:-10, ЮВ 4м/с, 749,  Evening:-8, 747
 Day:-5, Ш, 749,  Evening:-11, 752
 Day:-6, В 3м/с, 749,  Evening:-7, 746
 Day:-5, СЗ 1м/с, 749,  Evening:-11, 750
 Day:-11, З 2м/с, 750,  Evening:-11, 749
 Day:-10, З 3м/с, 743,  Evening:-8, 743
 Day:-7, ЮЗ 4м/с, 737,  Evening:-8, 738
 Day:-17, СЗ 4м/с, 741,  Evening:-21, 746
 Day:-19, СЗ 1м/с, 756,  Evening:-21, 761
 Day:-16, ЮВ 1м/с, 767,  Evening:-16, 767
 Day:-7, ЮВ 4м/с, 761,  Evening:-4, 758
 Day:-2, Ю 1м/с, 752,  Evening:0, 750
 Day:0, ЮВ 2м/с, 745,  Evening:+1, 745
 Day:-6, Ш, 753,  Evening:-5, 754
 Day:-4, Ю 2м/с, 753,  Evening:-4, 752
 Day:-1, ЮВ 1м/с, 750,  Evening:-1, 750
 Day:0, В 3м/с, 747,  Evening:0, 746
 Day:+2, В 4м/с, 746,  Evening:0, 748
 Day:-3, В 3м/с, 749,  Evening:-4, 749
 Day:-3, В 4м/с, 746,  Evening:-3, 745
 Day:-2, ЮВ 2м/с, 745,  Evening:-2, 746
 Day:-3, ЮЗ 2м/с, 749,  Evening:-2, 749
 Day:-5, ЮЗ 5м/с, 751,  Evening:-5, 751
 Day:-4, Ш, 751,  Evening:-9, 752
 Day:-11, СВ 1м/с, 752,  Evening:-12, 752
 Day:-11, В 2м/с, 755,  Evening:-13, 755
 Day:-12, ЮВ 4м/с, 754,  Evening:-10, 754
 Day:-5, В 3м/с, 756,  Evening:-3, 752
 Day:-2, Ш, 753,  Evening:-4, 753
 Day:-5, Ш, 751,  Evening:-8, 751
 Day:-10, В 1м/с, 757,  Evening:-11, 755
 Day:-2, Ш, 750,  Evening:+1, 749
 Day:+2, ЮВ 1м/с, 749,  Evening:0, 751
 Day:+3, Ю 1м/с, 749,  Evening:+3, 749
 Day:+1, Ш, 752,  Evening:-4, 755
 Day:-5, В 2м/с, 760,  Evening:-6, 761
 Day:+1, В 5м/с, 761,  Evening:-1, 760
 Day:0, С 2м/с, 755,  Evening:-3, 754
 Day:+3, З 2м/с, 750,  Evening:+3, 750
 Day:+6, З 1м/с, 752,  Evening:+6, 754
 Day:+8, Ю 2м/с, 750,  Evening:+8, 745
 Day:+8, З 3м/с, 739,  Evening:+6, 737
 Day:+4, СЗ 2м/с, 735,  Evening:+4, 738
 Day:+2, СВ 1м/с, 739,  Evening:+1, 743
 Day:+5, Ю 1м/с, 754,  Evening:+4, 755
 Day:+3, ЮВ 2м/с, 755,  Evening:+4, 755
 Day:+7, ЮВ 1м/с, 755,  Evening:+6, 755
 Day:+8, Ю 2м/с, 750,  Evening:+6, 749
 Day:+6, Ю 1м/с, 746,  Evening:+6, 746
 Day:+8, ЮЗ 3м/с, 740,  Evening:+9, 740
 Day:+9, З 4м/с, 741,  Evening:+8, 744
 Day:+7, З 2м/с, 754,  Evening:+7, 755
 Day:+13, З 4м/с, 752,  Evening:+10, 751
 Day:+9, Ш, 754,  Evening:+7, 757
 Day:+1, В 2м/с, 766,  Evening:-2, 767
 Day:+1, В 2м/с, 765,  Evening:-2, 763
 Day:+1, ЮЗ 2м/с, 755,  Evening:0, 755
 Day:-5, В 3м/с, 758,  Evening:-7, 757
 Day:-4, Ю 2м/с, 752,  Evening:-2, 750
 Day:0, Ш, 749,  Evening:0, 749
 Day:+2, Ю 2м/с, 749,  Evening:0, 749
 Day:+8, ЮЗ 3м/с, 743,  Evening:+7, 744
 Day:+3, З 3м/с, 744,  Evening:+1, 747
 Day:-1, В 3м/с, 746,  Evening:0, 742
 Day:-1, СЗ 4м/с, 740,  Evening:-1, 743
 Day:-2, З 2м/с, 752,  Evening:-4, 752
 Day:+7, СВ 3м/с, 746,  Evening:+5, 747
 Day:+9, СВ 3м/с, 751,  Evening:+4, 753
 Day:+6, З 2м/с, 758,  Evening:+2, 760
 Day:+5, СЗ 2м/с, 761,  Evening:+3, 761
 Day:+3, СВ 1м/с, 761,  Evening:+3, 761
 Day:+5, СВ 1м/с, 761,  Evening:+4, 761
 Day:+11, З 2м/с, 760,  Evening:+8, 760
 Day:+13, СЗ 1м/с, 761,  Evening:+6, 761
 Day:+14, В 1м/с, 757,  Evening:+5, 755
 Day:+14, З 1м/с, 751,  Evening:+10, 750
 Day:+14, Ю 3м/с, 745,  Evening:+11, 744
 Day:+14, ЮВ 2м/с, 736,  Evening:+8, 733
 Day:+4, ЮЗ 3м/с, 732,  Evening:+4, 734
 Day:+2, З 4м/с, 738,  Evening:+3, 742
 Day:+6, ЮЗ 3м/с, 745,  Evening:+5, 745
 Day:+10, З 3м/с, 746,  Evening:+3, 749
 Day:+5, СЗ 2м/с, 753,  Evening:+1, 755
 Day:+7, З 2м/с, 758,  Evening:+4, 758
 Day:+5, СВ 1м/с, 761,  Evening:-1, 763
 Day:+7, ЮВ 2м/с, 764,  Evening:+2, 763
 Day:+1, В 4м/с, 754,  Evening:+3, 752
 Day:+6, Ю 2м/с, 749,  Evening:+7, 751
 Day:+8, ЮЗ 4м/с, 756,  Evening:+5, 758
 Day:+8, Ю 1м/с, 760,  Evening:+4, 760
 Day:+8, В 1м/с, 758,  Evening:+5, 758
 Day:+8, ЮЗ 2м/с, 758,  Evening:+5, 757
 Day:+8, Ю 2м/с, 752,  Evening:+7, 749
 Day:+7, В 2м/с, 744,  Evening:+9, 743
 Day:+3, З 3м/с, 744,  Evening:+1, 746
 Day:+1, ЮЗ 2м/с, 749,  Evening:+1, 751
 Day:+19, В 2м/с, 755,  Evening:+16, 755
 Day:+29, В 6м/с, 752,  Evening:+23, 752
 Day:+29, СВ 2м/с, 750,  Evening:+24, 751
 Day:+23, З 2м/с, 753,  Evening:, 
 Day:+19, С 1м/с, 753,  Evening:+17, 752
 Day:+19, С 3м/с, 747,  Evening:+11, 748
 Day:+13, СЗ 4м/с, 751,  Evening:+9, 752
 Day:+15, СЗ 1м/с, 755,  Evening:+11, 754
 Day:+17, СВ 3м/с, 754,  Evening:+14, 754
 Day:+18, З 3м/с, 755,  Evening:+14, 755
 Day:+17, СВ 2м/с, 758,  Evening:+12, 757
 Day:+20, З 2м/с, 755,  Evening:+16, 754
 Day:+15, В 2м/с, 753,  Evening:+13, 754
 Day:+17, В 2м/с, 757,  Evening:+11, 756
 Day:+19, З 2м/с, 757,  Evening:+13, 755
 Day:+23, З 3м/с, 755,  Evening:+17, 755
 Day:+25, ЮЗ 3м/с, 753,  Evening:+20, 753
 Day:+25, Ю 2м/с, 753,  Evening:+20, 752
 Day:+25, ЮЗ 3м/с, 752,  Evening:+21, 752
 Day:+26, ЮЗ 4м/с, 753,  Evening:+21, 752
 Day:+26, З 2м/с, 752,  Evening:+17, 753
 Day:+24, В 2м/с, 752,  Evening:+21, 750
 Day:+16, ЮВ 2м/с, 747,  Evening:+14, 746
 Day:+12, СЗ 2м/с, 746,  Evening:+11, 747
 Day:+13, С 3м/с, 745,  Evening:+11, 752
 Day:+19, З 2м/с, 752,  Evening:+12, 752
 Day:+20, З 3м/с, 750,  Evening:+14, 750
 Day:+20, ЮЗ 2м/с, 747,  Evening:+18, 745
 Day:+21, З 3м/с, 740,  Evening:+14, 740
 Day:+39, ЮЗ 2м/с, 752,  Evening:+32, 752
 Day:+40, СЗ 2м/с, 751,  Evening:+29, 750
 Day:+38, В 2м/с, 749,  Evening:+33, 749
 Day:+36, СВ 1м/с, 749,  Evening:+32, 749
 Day:+35, СВ 1м/с, 752,  Evening:+29, 752
 Day:+36, ЮВ 2м/с, 753,  Evening:+27, 753
 Day:+37, З 1м/с, 752,  Evening:+26, 752
 Day:+37, С 3м/с, 751,  Evening:+31, 751
 Day:+34, СВ 3м/с, 752,  Evening:+29, 752
 Day:+35, В 2м/с, 752,  Evening:+28, 752
 Day:+34, ЮЗ 1м/с, 752,  Evening:+28, 753
 Day:+36, ЮВ 2м/с, 752,  Evening:+25, 751
 Day:+36, ЮВ 2м/с, 751,  Evening:+30, 752
 Day:+32, СВ 3м/с, 752,  Evening:+25, 752
 Day:+27, С 3м/с, 752,  Evening:+23, 750
 Day:+29, З 2м/с, 749,  Evening:+21, 747
 Day:+29, СЗ 4м/с, 746,  Evening:+23, 746
 Day:+29, З 3м/с, 746,  Evening:+27, 743
 Day:+31, ЮЗ 4м/с, 739,  Evening:+26, 737
 Day:+27, ЮЗ 5м/с, 737,  Evening:+20, 735
 Day:+12, С 4м/с, 742,  Evening:+13, 743
 Day:+18, СЗ 3м/с, 748,  Evening:+14, 748
 Day:+25, З 3м/с, 743,  Evening:+20, 742
 Day:+23, З 2м/с, 743,  Evening:+21, 743
 Day:+27, З 3м/с, 743,  Evening:+26, 743
 Day:+31, ЮЗ 1м/с, 741,  Evening:+21, 740
 Day:+23, ЮЗ 2м/с, 743,  Evening:+18, 743
 Day:+24, З 2м/с, 745,  Evening:+22, 743
 Day:+32, ЮЗ 4м/с, 742,  Evening:+28, 742
 Day:+28, СЗ 3м/с, 741,  Evening:+17, 745
 Day:+27, В 2м/с, 749,  Evening:+23, 749
 Day:+27, ЮВ 2м/с, 750,  Evening:+21, 749
 Day:+29, В 3м/с, 749,  Evening:+26, 748
 Day:+30, СЗ 2м/с, 746,  Evening:+25, 746
 Day:+31, СВ 3м/с, 746,  Evening:+25, 747
 Day:+30, СВ 2м/с, 747,  Evening:+26, 747
 Day:+31, В 2м/с, 746,  Evening:+27, 746
 Day:+32, В 2м/с, 749,  Evening:+25, 749
 Day:+34, З 2м/с, 749,  Evening:+26, 749
 Day:+35, З 3м/с, 749,  Evening:+28, 749
 Day:+36, З 2м/с, 748,  Evening:+29, 748
 Day:+33, СВ 3м/с, 746,  Evening:+29, 746
 Day:+27, С 3м/с, 745,  Evening:+22, 744
 Day:+26, СВ 4м/с, 745,  Evening:+22, 744
 Day:+26, С 3м/с, 745,  Evening:+26, 745
 Day:+31, СВ 5м/с, 746,  Evening:+28, 746
 Day:+35, С 3м/с, 744,  Evening:+30, 746
 Day:+35, З 2м/с, 745,  Evening:+22, 746
 Day:+28, В 2м/с, 749,  Evening:+24, 749
 Day:+29, ЮЗ 3м/с, 752,  Evening:+21, 750
 Day:+34, ЮЗ 3м/с, 750,  Evening:+24, 749
 Day:+35, СВ 1м/с, 750,  Evening:+30, 750
 Day:+35, З 2м/с, 751,  Evening:+27, 750
 Day:+37, СВ 1м/с, 749,  Evening:+32, 749
 Day:+36, ЮВ 2м/с, 749,  Evening:+26, 750
 Day:+38, С 2м/с, 752,  Evening:+31, 752
 Day:+35, В 1м/с, 754,  Evening:+31, 754
 Day:+36, СЗ 2м/с, 752,  Evening:+32, 752
 Day:+38, В 2м/с, 752,  Evening:+32, 752
 Day:+38, Ю 1м/с, 751,  Evening:+32, 752
 Day:+26, ЮЗ 2м/с, 754,  Evening:+22, 753
 Day:+28, СЗ 1м/с, 754,  Evening:+23, 752
 Day:+31, З 2м/с, 740,  Evening:+22, 749
 Day:+33, ЮЗ 3м/с, 748,  Evening:+28, 746
 Day:+30, ЮЗ 2м/с, 743,  Evening:+26, 742
 Day:+20, С 2м/с, 749,  Evening:+14, 749
 Day:+22, СЗ 2м/с, 750,  Evening:+16, 749
 Day:+25, ЮЗ 2м/с, 748,  Evening:+18, 747
 Day:+29, ЮЗ 3м/с, 746,  Evening:+23, 744
 Day:+19, СВ 2м/с, 748,  Evening:+16, 748
 Day:+22, С 1м/с, 749,  Evening:+17, 750
 Day:+27, З 4м/с, 749,  Evening:+26, 747
 Day:+34, З 4м/с, 745,  Evening:+31, 744
 Day:+24, СЗ 1м/с, 744,  Evening:+24, 745
 Day:+27, С 3м/с, 748,  Evening:+22, 747
 Day:+29, С 1м/с, 745,  Evening:+23, 743
 Day:+27, СЗ 3м/с, 740,  Evening:+20, 740
 Day:+22, СЗ 2м/с, 743,  Evening:+19, 745
 Day:+20, С 3м/с, 748,  Evening:+17, 751
 Day:+25, С 2м/с, 754,  Evening:+21, 755
 Day:+26, С 2м/с, 755,  Evening:+19, 755
 Day:+28, С 2м/с, 753,  Evening:+24, 752
 Day:+32, В 2м/с, 750,  Evening:+27, 749
 Day:+33, З 2м/с, 749,  Evening:+23, 748
 Day:+35, СЗ 1м/с, 749,  Evening:+25, 748
 Day:+35, З 2м/с, 749,  Evening:+29, 749
 Day:+36, В 1м/с, 750,  Evening:+29, 750
 Day:+36, В 2м/с, 747,  Evening:+28, 749
 Day:+30, С 3м/с, 747,  Evening:+28, 747
 Day:+17, Ю 3м/с, 752,  Evening:+15, 752
 Day:+20, З 3м/с, 753,  Evening:+19, 752
 Day:+21, З 2м/с, 754,  Evening:+21, 754
 Day:+26, ЮЗ 3м/с, 755,  Evening:+18, 755
 Day:+28, З 1м/с, 754,  Evening:+19, 752
 Day:+29, СЗ 2м/с, 752,  Evening:+21, 752
 Day:+30, З 2м/с, 751,  Evening:+24, 750
 Day:+27, СВ 3м/с, 753,  Evening:+20, 753
 Day:+26, В 3м/с, 751,  Evening:+22, 751
 Day:+24, В 4м/с, 752,  Evening:+19, 752
 Day:+24, В 3м/с, 755,  Evening:+19, 756
 Day:+25, ЮВ 2м/с, 755,  Evening:+21, 753
 Day:+22, ЮВ 2м/с, 754,  Evening:+18, 753
 Day:+25, ЮВ 6м/с, 751,  Evening:+16, 752
 Day:+20, В 3м/с, 752,  Evening:+19, 752
 Day:+26, ЮВ 2м/с, 750,  Evening:+20, 749
 Day:+26, СЗ 1м/с, 747,  Evening:+23, 746
 Day:+21, СВ 2м/с, 746,  Evening:+17, 747
 Day:+22, С 2м/с, 746,  Evening:+16, 746
 Day:+20, СВ 4м/с, 749,  Evening:+15, 750
 Day:+18, ЮВ 2м/с, 754,  Evening:+11, 753
 Day:+21, ЮЗ 3м/с, 749,  Evening:+17, 748
 Day:+24, З 2м/с, 746,  Evening:+16, 746
 Day:+26, ЮВ 1м/с, 743,  Evening:+19, 743
 Day:+24, ЮВ 2м/с, 741,  Evening:+20, 740
 Day:+19, ЮВ 2м/с, 737,  Evening:+19, 737
 Day:+15, ЮЗ 4м/с, 738,  Evening:+11, 740
 Day:+13, ЮЗ 3м/с, 739,  Evening:+13, 741
 Day:+13, СЗ 2м/с, 747,  Evening:+12, 749
 Day:+20, В 2м/с, 752,  Evening:+15, 752
 Day:+10, В 3м/с, 757,  Evening:+6, 758
 Day:+9, ЮВ 2м/с, 759,  Evening:+5, 759
 Day:+8, С 2м/с, 758,  Evening:+6, 757
 Day:+12, СВ 2м/с, 757,  Evening:+7, 756
 Day:+11, СВ 2м/с, 756,  Evening:+8, 755
 Day:+12, СВ 3м/с, 755,  Evening:, 
 Day:+4, В 3м/с, 759,  Evening:+1, 760
 Day:+4, В 3м/с, 761,  Evening:0, 761
 Day:+6, В 2м/с, 758,  Evening:+3, 757
 Day:+9, В 3м/с, 755,  Evening:+5, 755
 Day:+9, С 3м/с, 754,  Evening:+5, 753
 Day:+12, СВ 3м/с, 753,  Evening:+7, 753
 Day:+9, СЗ 2м/с, 752,  Evening:+4, 752
 Day:+8, СЗ 3м/с, 749,  Evening:+2, 751
 Day:+11, ЮЗ 2м/с, 752,  Evening:+8, 751
 Day:+13, З 2м/с, 751,  Evening:+9, 752
 Day:+17, Ю 3м/с, 752,  Evening:+10, 752
 Day:+13, ЮЗ 1м/с, 748,  Evening:+11, 750
 Day:+17, СЗ 3м/с, 749,  Evening:+12, 750
 Day:+20, ЮЗ 3м/с, 750,  Evening:+16, 751
 Day:+21, ЮВ 2м/с, 751,  Evening:+17, 750
 Day:+23, Ю 4м/с, 747,  Evening:+19, 746
 Day:+18, З 4м/с, 748,  Evening:+13, 752
 Day:+14, ЮЗ 3м/с, 758,  Evening:+10, 758
 Day:+17, ЮЗ 3м/с, 752,  Evening:+12, 749
 Day:+11, С 3м/с, 749,  Evening:+4, 749
 Day:+5, СВ 2м/с, 750,  Evening:+1, 752
 Day:+11, СЗ 5м/с, 749,  Evening:+8, 749
 Day:+15, З 4м/с, 747,  Evening:+10, 748
 Day:-8, В 1м/с, 758,  Evening:-10, 758
 Day:-6, В 3м/с, 755,  Evening:-8, 753
 Day:-4, В 1м/с, 752,  Evening:-5, 752
 Day:-4, ЮВ 2м/с, 750,  Evening:-6, 748
 Day:0, ЮЗ 2м/с, 747,  Evening:-4, 750
 Day:-5, В 2м/с, 753,  Evening:-6, 752
 Day:-4, В 2м/с, 749,  Evening:-4, 747
 Day:-3, С 1м/с, 740,  Evening:-5, 742
 Day:-6, СЗ 2м/с, 749,  Evening:-11, 750
 Day:-4, ЮЗ 2м/с, 751,  Evening:-8, 750
 Day:-3, З 4м/с, 746,  Evening:-4, 749
 Day:-1, Ю 2м/с, 751,  Evening:-5, 749
 Day:0, ЮЗ 4м/с, 737,  Evening:-1, 738
 Day:0, З 2м/с, 738,  Evening:-2, 738
 Day:0, ЮЗ 4м/с, 742,  Evening:-4, 744
 Day:+1, ЮЗ 3м/с, 738,  Evening:-4, 740
 Day:-5, З 3м/с, 746,  Evening:-7, 748
 Day:-4, ЮЗ 2м/с, 754,  Evening:-10, 755
 Day:-7, З 4м/с, 755,  Evening:-11, 755
 Day:-2, ЮЗ 2м/с, 746,  Evening:-4, 749
 Day:+3, ЮЗ 1м/с, 746,  Evening:+1, 745
 Day:+3, З 3м/с, 741,  Evening:+2, 739
 Day:+2, СЗ 4м/с, 744,  Evening:-3, 749
 Day:+1, ЮЗ 4м/с, 749,  Evening:-1, 747
 Day:0, С 2м/с, 749,  Evening:-4, 752
 Day:0, СЗ 3м/с, 758,  Evening:-4, 759
 Day:+1, З 5м/с, 758,  Evening:-2, 758
 Day:+4, Ю 2м/с, 758,  Evening:-1, 758
 Day:+5, В 2м/с, 758,  Evening:0, 758
 Day:+5, В 2м/с, 757,  Evening:+2, 757
 Day:-5, ЮВ 3м/с, 758,  Evening:-6, 759
 Day:-7, В 3м/с, 759,  Evening:-9, 760
 Day:-11, В 3м/с, 764,  Evening:-14, 766
 Day:-9, В 2м/с, 772,  Evening:-12, 773
 Day:-9, Ш, 770,  Evening:-13, 768
 Day:-10, СЗ 1м/с, 767,  Evening:-16, 767
 Day:-11, З 1м/с, 767,  Evening:-16, 767
 Day:-13, В 2м/с, 767,  Evening:-15, 767
 Day:-14, В 4м/с, 770,  Evening:-16, 770
 Day:-15, ЮВ 2м/с, 774,  Evening:-18, 775
 Day:-16, ЮВ 2м/с, 776,  Evening:-19, 776
 Day:-12, В 1м/с, 776,  Evening:-16, 776
 Day:-10, З 1м/с, 773,  Evening:-15, 770
 Day:-10, В 3м/с, 764,  Evening:-13, 761
 Day:-10, ЮВ 3м/с, 752,  Evening:-9, 749
 Day:-7, В 2м/с, 740,  Evening:-7, 736
 Day:-6, СЗ 4м/с, 740,  Evening:-10, 743
 Day:-9, З 1м/с, 751,  Evening:-14, 751
 Day:-11, З 3м/с, 746,  Evening:-12, 748
 Day:-4, З 2м/с, 745,  Evening:-8, 746
 Day:-12, В 3м/с, 743,  Evening:-12, 743
 Day:-9, В 4м/с, 743,  Evening:-10, 743
 Day:-7, В 3м/с, 743,  Evening:-8, 745
 Day:-5, СВ 2м/с, 746,  Evening:-6, 747
 Day:-3, Ш, 749,  Evening:-3, 750
 Day:-3, Ш, 754,  Evening:-5, 755
 Day:-3, ЮЗ 2м/с, 755,  Evening:-7, 755
 Day:-4, В 3м/с, 745,  Evening:-1, 742
 Day:-5, В 2м/с, 743,  Evening:-6, 741
 Day:-3, В 1м/с, 734,  Evening:0, 734
 Day:-17, СЗ 2м/с, 743,  Evening:-21, 747
 Day:-19, С 1м/с, 757,  Evening:-21, 759
 Day:-18, Ш, 763,  Evening:-22, 764
 Day:-17, СЗ 2м/с, 767,  Evening:-21, 767
 Day:-20, В 2м/с, 766,  Evening:-17, 764
 Day:-8, Ю 1м/с, 761,  Evening:-8, 760
 Day:-12, Ш, 760,  Evening:-16, 760
 Day:-14, ЮЗ 1м/с, 756,  Evening:-12, 756
 Day:-11, ЮЗ 2м/с, 752,  Evening:-12, 750
 Day:-7, З 3м/с, 747,  Evening:-7, 748
 Day:-8, СЗ 2м/с, 751,  Evening:-12, 755
 Day:-14, Ш, 761,  Evening:-16, 761
 Day:-17, Ш, 768,  Evening:-20, 771
 Day:-17, Ш, 774,  Evening:-22, 774
 Day:-18, З 2м/с, 770,  Evening:-21, 770
 Day:-17, В 1м/с, 769,  Evening:-19, 769
 Day:-17, В 1м/с, 770,  Evening:-17, 770
 Day:-15, Ш, 767,  Evening:-19, 765
 Day:-20, Ш, 763,  Evening:-26, 764
 Day:-22, Ш, 762,  Evening:-27, 762
 Day:-19, Ш, 761,  Evening:-21, 760
 Day:-14, В 2м/с, 761,  Evening:-13, 761
 Day:-7, В 4м/с, 761,  Evening:-10, 764
 Day:-12, В 3м/с, 762,  Evening:-15, 759
 Day:-14, В 2м/с, 749,  Evening:-16, 747
 Day:-15, В 1м/с, 748,  Evening:-20, 750
 Day:-16, В 4м/с, 750,  Evening:-12, 750
 Day:+3, СЗ 1м/с, 758,  Evening:+1, 761
 Day:+1, Ю 2м/с, 762,  Evening:+1, 761
 Day:+1, З 4м/с, 755,  Evening:+1, 753
 Day:0, З 3м/с, 752,  Evening:0, 753
 Day:-3, СВ 3м/с, 759,  Evening:-5, 759
 Day:-8, С 1м/с, 763,  Evening:-12, 765
 Day:-12, В 2м/с, 766,  Evening:-12, 766
 Day:-9, З 3м/с, 765,  Evening:-10, 764
 Day:-8, З 3м/с, 760,  Evening:-9, 759
 Day:-7, Ш, 761,  Evening:-9, 762
 Day:-10, В 1м/с, 762,  Evening:-12, 761
 Day:-10, В 2м/с, 758,  Evening:-10, 756
 Day:-9, В 1м/с, 747,  Evening:-9, 744
 Day:-11, С 1м/с, 747,  Evening:-19, 750
 Day:-23, С 2м/с, 754,  Evening:-25, 753
 Day:-24, СЗ 1м/с, 755,  Evening:-28, 758
 Day:-25, Ш, 761,  Evening:-26, 761
 Day:-22, Ш, 755,  Evening:-20, 753
 Day:-13, СВ 2м/с, 751,  Evening:-16, 752
 Day:-15, СВ 1м/с, 755,  Evening:-16, 756
 Day:-11, В 3м/с, 755,  Evening:-8, 753
 Day:-7, ЮВ 1м/с, 753,  Evening:-6, 756
 Day:-12, Ш, 764,  Evening:-14, 764
 Day:-9, Ю 3м/с, 761,  Evening:-8, 759
 Day:-4, Ю 3м/с, 756,  Evening:-4, 755
